# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 627K of event 'cycles:ppp'
# Event count (approx.): 433495634427
#
# Overhead  Command          Shared Object                   Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  ...............  ..............................  ................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.06%  read_bottleneck  libc-2.27.so                    [.] __strcmp_sse2_unaligned
     0.06%  rocksdb:low0     [kernel.kallsyms]               [k] page_mapping
     0.06%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::MemTableInserter::PutCFImpl
     0.05%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::ShardedCache::Release
     0.05%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::GetVarint32PtrFallback
     0.05%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::port::PhysicalCoreID
     0.05%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::ReadOptions::ReadOptions
     0.05%  read_bottleneck  libstdc++.so.6.0.25             [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_replace_aux
     0.05%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::DBImpl::WriteToWAL
     0.05%  read_bottleneck  libc-2.27.so                    [.] __malloc_usable_size
     0.05%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::EncodeVarint32
     0.05%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::Block::NewIndexIterator
     0.05%  rocksdb:low0     [kernel.kallsyms]               [k] try_to_free_buffers
     0.05%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::(anonymous namespace)::PosixEnv::NowMicros
     0.05%  read_bottleneck  libstdc++.so.6.0.25             [.] std::__detail::_Prime_rehash_policy::_M_need_rehash
     0.05%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::MergingIterator::key
     0.05%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::PosixRandomAccessFile::Read
     0.05%  read_bottleneck  [kernel.kallsyms]               [k] kmem_cache_free
     0.05%  rocksdb:low0     read_bottleneck_breakdown_test  [.] memcpy@plt
     0.05%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::Block::Block
     0.05%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::PessimisticTransaction::TryLock
     0.05%  read_bottleneck  [kernel.kallsyms]               [k] ext4_block_write_begin
     0.05%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::CompactionIterator::InvokeFilterIfNeeded
     0.05%  read_bottleneck  read_bottleneck_breakdown_test  [.] std::map<unsigned int, rocksdb::PerfContextByLevel, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, rocksdb::PerfContextByLevel> > >::operator[]
     0.05%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::BlockBasedTable::UpdateCacheMissMetrics
     0.05%  rocksdb:low0     [kernel.kallsyms]               [k] truncate_inode_pages_range
     0.05%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::IndexBlockIter::IndexBlockIter
     0.05%  rocksdb:low0     [kernel.kallsyms]               [k] __wake_up_common_lock
     0.05%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::BlockBuilder::Finish
     0.05%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::BinarySearchIndexReader::NewIterator
     0.05%  read_bottleneck  [kernel.kallsyms]               [k] sys_write
     0.05%  rocksdb:low0     [kernel.kallsyms]               [k] unlock_page
     0.05%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::Block::NewDataIterator
     0.05%  read_bottleneck  [kernel.kallsyms]               [k] __ext4_get_inode_loc
     0.05%  rocksdb:low0     [kernel.kallsyms]               [k] generic_perform_write
     0.05%  rocksdb:low0     [kernel.kallsyms]               [k] __ext4_journal_start_sb
     0.05%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::InternalKeyComparator::Compare
     0.05%  rocksdb:low0     libsnappy.so.1.1.7              [.] snappy::internal::WorkingMemory::GetHashTable
     0.05%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::PosixWritableFile::Append
     0.05%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::StopWatch::~StopWatch
     0.05%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::CompactionIterator::NextFromInput
     0.05%  rocksdb:low0     [kernel.kallsyms]               [k] vfs_read
     0.05%  read_bottleneck  [kernel.kallsyms]               [k] ext4_inode_csum.isra.56
     0.05%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::GetVarint32PtrFallback
     0.05%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::Arena::Arena
     0.05%  rocksdb:low0     [kernel.kallsyms]               [k] common_file_perm
     0.05%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::TransactionBaseImpl::PutUntracked
     0.05%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::PessimisticTransactionDB::UnLock
     0.05%  read_bottleneck  [kernel.kallsyms]               [k] _raw_spin_lock
     0.05%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::PerfStepTimer::Start
     0.05%  read_bottleneck  [kernel.kallsyms]               [k] workingset_activation
     0.05%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::MemTable::ShouldFlushNow
     0.05%  rocksdb:low0     [kernel.kallsyms]               [k] account_page_dirtied
     0.05%  rocksdb:low0     [kernel.kallsyms]               [k] __mark_inode_dirty
     0.05%  rocksdb:low0     [kernel.kallsyms]               [k] __mod_zone_page_state
     0.05%  rocksdb:low0     [kernel.kallsyms]               [k] iov_iter_copy_from_user_atomic
     0.05%  read_bottleneck  [kernel.kallsyms]               [k] vfs_write
     0.05%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::PessimisticTransaction::PessimisticTransaction
     0.05%  read_bottleneck  read_bottleneck_breakdown_test  [.] std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, rocksdb::LockInfo>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, rocksdb::LockInfo> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_find_before_node
     0.05%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::WriteCommittedTxn::CommitWithoutPrepareInternal
     0.05%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::port::PhysicalCoreID
     0.05%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::(anonymous namespace)::BytewiseComparatorImpl::FindShortestSeparator
     0.05%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::PointLockManager::UnLockKey
     0.05%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::LRUCacheShard::EvictFromLRU
     0.05%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::BlockBasedTable::GetEntryFromCache
     0.04%  rocksdb:low0     [kernel.kallsyms]               [k] generic_write_end
     0.04%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::GetLengthPrefixedSlice
     0.04%  read_bottleneck  [kernel.kallsyms]               [k] ext4_file_write_iter
     0.04%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::(anonymous namespace)::FilePicker::PrepareNextLevel
     0.04%  rocksdb:high0    libc-2.27.so                    [.] malloc
     0.04%  read_bottleneck  [kernel.kallsyms]               [k] sys_pread64
     0.04%  rocksdb:low0     libstdc++.so.6.0.25             [.] operator new@plt
     0.04%  rocksdb:low0     [kernel.kallsyms]               [k] create_empty_buffers
     0.04%  rocksdb:low0     [kernel.kallsyms]               [k] __find_get_block
     0.04%  rocksdb:low0     [kernel.kallsyms]               [k] percpu_counter_add_batch
     0.04%  read_bottleneck  [kernel.kallsyms]               [k] entry_SYSCALL_64_stage2
     0.04%  read_bottleneck  [kernel.kallsyms]               [k] rcu_all_qs
     0.04%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::ShardedCache::Lookup
     0.04%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::log::Writer::EmitPhysicalRecord
     0.04%  read_bottleneck  libstdc++.so.6.0.25             [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append
     0.04%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::GetVarint64Ptr
     0.04%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::PointLockManager::TryLock
     0.04%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::WriteThread::EnterAsBatchGroupLeader
     0.04%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::Block::ApproximateMemoryUsage
     0.04%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::WriteBatchWithIndex::GetFromBatchAndDB
     0.04%  rocksdb:low0     [kernel.kallsyms]               [k] __atime_needs_update
     0.04%  rocksdb:low0     [kernel.kallsyms]               [k] __add_to_page_cache_locked
     0.04%  read_bottleneck  [kernel.kallsyms]               [k] __indirect_thunk_start
     0.04%  read_bottleneck  read_bottleneck_breakdown_test  [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>
     0.04%  rocksdb:high0    libstdc++.so.6.0.25             [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_replace
     0.04%  read_bottleneck  libstdc++.so.6.0.25             [.] malloc@plt
     0.04%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::PessimisticTransaction::Initialize
     0.04%  rocksdb:low0     read_bottleneck_breakdown_test  [.] memcmp@plt
     0.04%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::SyncPoint::GetInstance
     0.04%  rocksdb:low0     [kernel.kallsyms]               [k] page_cache_tree_insert
     0.04%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::CompressData
     0.04%  rocksdb:low0     read_bottleneck_breakdown_test  [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>
     0.04%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::DBImpl::PreprocessWrite
     0.04%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::BlockBasedTable::RetrieveBlock<rocksdb::Block>
     0.04%  rocksdb:low0     read_bottleneck_breakdown_test  [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append@plt
     0.04%  read_bottleneck  [kernel.kallsyms]               [k] jbd2__journal_start
     0.04%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::WriteBatchInternal::InsertNoop
     0.04%  read_bottleneck  libstdc++.so.6.0.25             [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create
     0.04%  rocksdb:low0     [kernel.kallsyms]               [k] clean_bdev_aliases
     0.04%  rocksdb:low0     [kernel.kallsyms]               [k] node_tag_clear
     0.04%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::BlockBasedTableIterator::InitDataBlock
     0.04%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::Arena::AllocateAligned
     0.04%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::VerifyBlockChecksum
     0.04%  read_bottleneck  [kernel.kallsyms]               [k] new_sync_read
     0.04%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::BlockBasedTable::NewIndexIterator
     0.04%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::ShardedCache::Lookup
     0.04%  rocksdb:low0     libpthread-2.27.so              [.] __pthread_enable_asynccancel
     0.04%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::WriteBatchInternal::InsertInto
     0.04%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::FilePrefetchBuffer::TryReadFromCache
     0.04%  read_bottleneck  [kernel.kallsyms]               [k] __atime_needs_update
     0.04%  rocksdb:low0     [kernel.kallsyms]               [k] ext4_journal_check_start
     0.04%  read_bottleneck  [kernel.kallsyms]               [k] vfs_read
     0.04%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::ShardedCache::Insert
     0.04%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::BlockHandle::EncodeTo
     0.04%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::BlockBasedTable::GetDataBlockFromCache<rocksdb::Block>
     0.04%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::BlockIter<rocksdb::Slice>::FindKeyAfterBinarySeek
     0.04%  read_bottleneck  [kernel.kallsyms]               [k] iov_iter_copy_from_user_atomic
     0.04%  rocksdb:low0     [kernel.kallsyms]               [k] workingset_activation
     0.04%  rocksdb:low0     [kernel.kallsyms]               [k] mpage_prepare_extent_to_map
     0.04%  read_bottleneck  libstdc++.so.6.0.25             [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate
     0.04%  rocksdb:low0     [kernel.kallsyms]               [k] __activate_page
     0.04%  rocksdb:low0     read_bottleneck_breakdown_test  [.] TLS init function for rocksdb::perf_context
     0.04%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::IndexValue::DecodeFrom
     0.04%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::BlockBasedTable::UpdateCacheMissMetrics
     0.04%  rocksdb:low0     libsnappy.so.1.1.7              [.] snappy::RawUncompress
     0.04%  read_bottleneck  libc-2.27.so                    [.] __memset_avx2_unaligned_erms
     0.04%  rocksdb:low0     [kernel.kallsyms]               [k] __fget_light
     0.04%  read_bottleneck  [kernel.kallsyms]               [k] ext4_get_group_desc
     0.04%  read_bottleneck  [kernel.kallsyms]               [k] __fsnotify_parent
     0.04%  rocksdb:low0     [kernel.kallsyms]               [k] node_dirty_ok
     0.04%  read_bottleneck  [kernel.kallsyms]               [k] map_id_up
     0.04%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::BlockBasedTable::GetCacheKey
     0.04%  rocksdb:low0     [kernel.kallsyms]               [k] __radix_tree_replace
     0.04%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::ShardedCache::Release
     0.04%  rocksdb:high0    libc-2.27.so                    [.] _int_malloc
     0.04%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::PessimisticTransactionDB::BeginInternalTransaction
     0.04%  rocksdb:low0     [kernel.kallsyms]               [k] __alloc_pages_nodemask
     0.04%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::WriteBatchInternal::Put
     0.04%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::BlockBuilder::Add
     0.04%  rocksdb:low0     read_bottleneck_breakdown_test  [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create@plt
     0.04%  read_bottleneck  read_bottleneck_breakdown_test  [.] operator delete@plt
     0.04%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::WriteBatch::Clear
     0.03%  rocksdb:low0     libstdc++.so.6.0.25             [.] malloc@plt
     0.03%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::NotifyCollectTableCollectorsOnBlockAdd
     0.03%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::FSWritableFile::PrepareWrite
     0.03%  rocksdb:high0    [kernel.kallsyms]               [k] crc32c_pcl_intel_update
     0.03%  rocksdb:low0     [kernel.kallsyms]               [k] jbd2_journal_dirty_metadata
     0.03%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::BlockBasedTable::NewRangeTombstoneIterator
     0.03%  read_bottleneck  [kernel.kallsyms]               [k] ext4_nonda_switch
     0.03%  read_bottleneck  [kernel.kallsyms]               [k] _raw_spin_lock_irqsave
     0.03%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::BlockBasedTable::GetCacheKey
     0.03%  rocksdb:low0     [kernel.kallsyms]               [k] entry_SYSCALL_64_stage2
     0.03%  rocksdb:low0     read_bottleneck_breakdown_test  [.] operator delete@plt
     0.03%  read_bottleneck  [vdso]                          [.] 0x000000000000098d
     0.03%  rocksdb:low0     [kernel.kallsyms]               [k] ext4_nonda_switch
     0.03%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::LRUHandleTable::Insert
     0.03%  rocksdb:low0     libstdc++.so.6.0.25             [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_replace_aux
     0.03%  read_bottleneck  [kernel.kallsyms]               [k] __find_get_block
     0.03%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::BlockHandle::DecodeFrom
     0.03%  read_bottleneck  [kernel.kallsyms]               [k] jbd2_write_access_granted.part.9
     0.03%  rocksdb:low0     read_bottleneck_breakdown_test  [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string
     0.03%  read_bottleneck  [kernel.kallsyms]               [k] generic_write_end
     0.03%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::port::Mutex::Unlock
     0.03%  rocksdb:low0     [kernel.kallsyms]               [k] ext4_file_read_iter
     0.03%  rocksdb:low0     [kernel.kallsyms]               [k] __slab_free
     0.03%  read_bottleneck  [kernel.kallsyms]               [k] security_file_permission
     0.03%  read_bottleneck  [kernel.kallsyms]               [k] get_mem_cgroup_from_mm
     0.03%  read_bottleneck  [kernel.kallsyms]               [k] __fget_light
     0.03%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::TransactionBaseImpl::Get
